com.samsung.shealth.tracker.pedometer_day_summary,6188005,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
1091,c3bd38c8-f2ca-49f0-a66f-a5f3a410a626.binning_data.json,553618,6000,0,2021-09-16 02:06:24.683,com.sec.android.app.shealth,2021-09-16 02:06:24.683,,2.2510319,850.0751,36.92034,1091,VfS0qUERdZ,com.sec.android.app.shealth,0,c3bd38c8-f2ca-49f0-a66f-a5f3a410a626.achievement.json,c3bd38c8-f2ca-49f0-a66f-a5f3a410a626,1587600000000,
5341,271c96a6-1036-417c-9def-8b0b02d31e92.binning_data.json,2782369,6000,61,2021-09-16 04:00:54.339,com.sec.android.app.shealth,2021-09-16 04:00:54.339,,1.3714744,3815.948,200.53688,5280,VfS0qUERdZ,com.sec.android.app.shealth,0,271c96a6-1036-417c-9def-8b0b02d31e92.achievement.json,271c96a6-1036-417c-9def-8b0b02d31e92,1563580800000,
703,c64701fc-2ed0-4b01-a2fb-6dab75e8db3b.binning_data.json,377815,6000,8,2021-09-16 02:06:24.694,com.sec.android.app.shealth,2021-09-16 02:06:24.694,,2.3676407,551.42413,25.408813,695,VfS0qUERdZ,com.sec.android.app.shealth,0,c64701fc-2ed0-4b01-a2fb-6dab75e8db3b.achievement.json,c64701fc-2ed0-4b01-a2fb-6dab75e8db3b,1594771200000,
6566,101d9348-fa9e-47e0-80a7-80b86916983d.binning_data.json,3506253,6000,85,2021-09-16 02:06:24.710,com.sec.android.app.shealth,2021-09-16 02:06:24.710,,2.269455,5089.262,231.28735,6481,VfS0qUERdZ,com.sec.android.app.shealth,0,101d9348-fa9e-47e0-80a7-80b86916983d.achievement.json,101d9348-fa9e-47e0-80a7-80b86916983d,1605657600000,
5209,c2ea7c6d-8b70-4b42-a2b2-dfd7bf65e96d.binning_data.json,2703133,6000,594,2021-09-16 04:00:54.338,com.sec.android.app.shealth,2021-09-16 04:00:54.338,,1.4638684,3957.0315,210.82913,4615,VfS0qUERdZ,com.sec.android.app.shealth,0,c2ea7c6d-8b70-4b42-a2b2-dfd7bf65e96d.achievement.json,c2ea7c6d-8b70-4b42-a2b2-dfd7bf65e96d,1562716800000,
3711,17590d25-2aae-4374-8328-f2d9b7abd9b1.binning_data.json,1879654,6000,330,2021-09-16 04:00:54.339,com.sec.android.app.shealth,2021-09-16 04:00:54.339,,1.4426699,2711.721,145.86,3381,VfS0qUERdZ,com.sec.android.app.shealth,0,17590d25-2aae-4374-8328-f2d9b7abd9b1.achievement.json,17590d25-2aae-4374-8328-f2d9b7abd9b1,1563408000000,
825,8596d50d-19f8-4490-b073-f87821cdb8c3.binning_data.json,439619,6000,0,2021-09-16 02:06:24.683,com.sec.android.app.shealth,2021-09-16 02:06:24.683,,1.9094422,634.70044,28.05661,825,VfS0qUERdZ,com.sec.android.app.shealth,0,8596d50d-19f8-4490-b073-f87821cdb8c3.achievement.json,8596d50d-19f8-4490-b073-f87821cdb8c3,1587686400000,
767,92cedb0a-1b18-4731-acbe-497bd250a886.binning_data.json,409640,6000,10,2021-09-16 02:06:24.711,com.sec.android.app.shealth,2021-09-16 02:06:24.711,,2.1417322,599.21936,26.996532,757,VfS0qUERdZ,com.sec.android.app.shealth,0,92cedb0a-1b18-4731-acbe-497bd250a886.achievement.json,92cedb0a-1b18-4731-acbe-497bd250a886,1605744000000,
4968,8432186c-3a83-4ceb-a790-50810c7e168b.binning_data.json,2347615,6000,850,2021-09-16 04:00:54.338,com.sec.android.app.shealth,2021-09-16 04:00:54.338,,3.640276,4318.7593,219.14122,4118,VfS0qUERdZ,com.sec.android.app.shealth,0,8432186c-3a83-4ceb-a790-50810c7e168b.achievement.json,8432186c-3a83-4ceb-a790-50810c7e168b,1563062400000,
7332,c1e466e2-77b1-4489-a02d-b9f42a60c643.binning_data.json,3804788,6000,11,2021-09-16 04:00:54.340,com.sec.android.app.shealth,2021-09-16 04:00:54.340,,1.4086312,5359.5435,276.0103,7321,VfS0qUERdZ,com.sec.android.app.shealth,0,c1e466e2-77b1-4489-a02d-b9f42a60c643.achievement.json,c1e466e2-77b1-4489-a02d-b9f42a60c643,1564099200000,
3987,76541f20-c243-4545-add2-1207a943fbe5.binning_data.json,2015867,6000,94,2021-09-16 04:00:54.340,com.sec.android.app.shealth,2021-09-16 04:00:54.340,,1.4873645,2998.3293,149.01778,3893,VfS0qUERdZ,com.sec.android.app.shealth,0,76541f20-c243-4545-add2-1207a943fbe5.achievement.json,76541f20-c243-4545-add2-1207a943fbe5,1563840000000,
1377,45490f26-317d-4dd4-bd17-5b63cf0f42e4.binning_data.json,738013,6000,0,2021-09-16 02:06:24.711,com.sec.android.app.shealth,2021-09-16 02:06:24.711,,1.7317547,1057.8861,47.521107,1377,VfS0qUERdZ,com.sec.android.app.shealth,0,45490f26-317d-4dd4-bd17-5b63cf0f42e4.achievement.json,45490f26-317d-4dd4-bd17-5b63cf0f42e4,1605830400000,
540,cd694c94-7a47-4ce0-a408-d2b8d74c53e4.binning_data.json,266906,6000,26,2021-09-16 02:06:24.694,com.sec.android.app.shealth,2021-09-16 02:06:24.694,,2.7485077,436.47513,20.512867,514,VfS0qUERdZ,com.sec.android.app.shealth,0,cd694c94-7a47-4ce0-a408-d2b8d74c53e4.achievement.json,cd694c94-7a47-4ce0-a408-d2b8d74c53e4,1594944000000,
1765,70ddb5db-f015-4dfe-93cf-293ff03966b8.binning_data.json,965405,6000,84,2021-09-16 02:06:24.683,com.sec.android.app.shealth,2021-09-16 02:06:24.683,,2.9946017,1408.8815,64.78623,1681,VfS0qUERdZ,com.sec.android.app.shealth,0,70ddb5db-f015-4dfe-93cf-293ff03966b8.achievement.json,70ddb5db-f015-4dfe-93cf-293ff03966b8,1587772800000,
3355,be4060b0-f73d-4e11-a143-bdfd10e7eaad.binning_data.json,1775389,6000,37,2021-09-16 04:00:54.339,com.sec.android.app.shealth,2021-09-16 04:00:54.339,,1.3621204,2418.294,124.03658,3318,VfS0qUERdZ,com.sec.android.app.shealth,0,be4060b0-f73d-4e11-a143-bdfd10e7eaad.achievement.json,be4060b0-f73d-4e11-a143-bdfd10e7eaad,1563321600000,
8391,43e6f2d5-45b2-454e-bb9a-039559355242.binning_data.json,4546253,6000,22,2021-09-16 04:00:54.341,com.sec.android.app.shealth,2021-09-16 04:00:54.341,,1.3101351,5956.2065,302.66547,8369,VfS0qUERdZ,com.sec.android.app.shealth,0,43e6f2d5-45b2-454e-bb9a-039559355242.achievement.json,43e6f2d5-45b2-454e-bb9a-039559355242,1564531200000,
926,5064e2b2-803a-4174-bdfa-dc7395d0f607.binning_data.json,507945,6000,44,2021-09-16 02:06:24.683,com.sec.android.app.shealth,2021-09-16 02:06:24.683,,3.4356346,728.35876,34.055847,882,VfS0qUERdZ,com.sec.android.app.shealth,0,5064e2b2-803a-4174-bdfa-dc7395d0f607.achievement.json,5064e2b2-803a-4174-bdfa-dc7395d0f607,1587859200000,
698,19ae0ab1-1410-406f-8eb9-d49cd391873f.binning_data.json,362759,6000,26,2021-09-16 02:06:24.694,com.sec.android.app.shealth,2021-09-16 02:06:24.694,,2.5364652,561.9701,26.737785,672,VfS0qUERdZ,com.sec.android.app.shealth,0,19ae0ab1-1410-406f-8eb9-d49cd391873f.achievement.json,19ae0ab1-1410-406f-8eb9-d49cd391873f,1595116800000,
6837,a4e54885-97eb-4c7e-ab9e-f82119f0d36a.binning_data.json,3469613,6000,63,2021-09-16 04:00:54.340,com.sec.android.app.shealth,2021-09-16 04:00:54.340,,1.3572443,4709.113,259.23047,6774,VfS0qUERdZ,com.sec.android.app.shealth,0,a4e54885-97eb-4c7e-ab9e-f82119f0d36a.achievement.json,a4e54885-97eb-4c7e-ab9e-f82119f0d36a,1564444800000,
10018,b715ad9e-83f9-4af0-9c6b-bb7d12ddc506.binning_data.json,5432631,6000,119,2021-09-16 04:00:54.339,com.sec.android.app.shealth,2021-09-16 04:00:54.339,,1.3088096,7110.281,369.50858,9899,VfS0qUERdZ,com.sec.android.app.shealth,0,b715ad9e-83f9-4af0-9c6b-bb7d12ddc506.achievement.json,b715ad9e-83f9-4af0-9c6b-bb7d12ddc506,1563667200000,
7286,ab3c012b-2f06-4c75-baf0-f38f83d3710e.binning_data.json,3827940,6000,6,2021-09-16 02:06:24.711,com.sec.android.app.shealth,2021-09-16 02:06:24.711,,1.8114712,5624.262,250.93271,7280,VfS0qUERdZ,com.sec.android.app.shealth,0,ab3c012b-2f06-4c75-baf0-f38f83d3710e.achievement.json,ab3c012b-2f06-4c75-baf0-f38f83d3710e,1605916800000,
2519,04ec3fb1-7432-4324-9e74-6655b8ec170f.binning_data.json,1278696,6000,159,2021-09-16 04:00:54.341,com.sec.android.app.shealth,2021-09-16 04:00:54.341,,1.460813,1867.9369,101.562485,2360,VfS0qUERdZ,com.sec.android.app.shealth,0,04ec3fb1-7432-4324-9e74-6655b8ec170f.achievement.json,04ec3fb1-7432-4324-9e74-6655b8ec170f,1564876800000,
1749,76f31e07-c603-4bfd-a965-650866d1ebbe.binning_data.json,752152,6000,575,2021-09-16 04:00:54.380,com.sec.android.app.shealth,2021-09-16 04:00:54.380,,1.9963111,1501.53,90.85591,1174,VfS0qUERdZ,com.sec.android.app.shealth,0,76f31e07-c603-4bfd-a965-650866d1ebbe.achievement.json,76f31e07-c603-4bfd-a965-650866d1ebbe,1586131200000,
2707,6e5258c2-ff3f-4eec-8cec-09fe817f6513.binning_data.json,1311633,6000,31,2021-09-16 02:06:24.694,com.sec.android.app.shealth,2021-09-16 02:06:24.694,,2.9448297,2150.411,97.20948,2676,VfS0qUERdZ,com.sec.android.app.shealth,0,6e5258c2-ff3f-4eec-8cec-09fe817f6513.achievement.json,6e5258c2-ff3f-4eec-8cec-09fe817f6513,1595289600000,
19114,1303b512-8888-4b15-b805-0f2cc6b4424e.binning_data.json,9479539,6000,2355,2021-09-16 04:00:54.340,com.sec.android.app.shealth,2021-09-16 04:00:54.340,,1.527677,14481.674,783.88165,16759,VfS0qUERdZ,com.sec.android.app.shealth,0,1303b512-8888-4b15-b805-0f2cc6b4424e.achievement.json,1303b512-8888-4b15-b805-0f2cc6b4424e,1564272000000,
4112,d4605bb4-80e0-4899-b3f4-66c7f69d703d.binning_data.json,2273957,6000,36,2021-09-16 04:00:54.341,com.sec.android.app.shealth,2021-09-16 04:00:54.341,,1.2994388,2954.8684,149.80861,4076,VfS0qUERdZ,com.sec.android.app.shealth,0,d4605bb4-80e0-4899-b3f4-66c7f69d703d.achievement.json,d4605bb4-80e0-4899-b3f4-66c7f69d703d,1564704000000,
643,4fe77905-f0a2-4f46-af27-a28d4629f4fa.binning_data.json,360159,6000,0,2021-09-16 02:06:24.711,com.sec.android.app.shealth,2021-09-16 02:06:24.711,,6.9444447,505.16052,23.563034,643,VfS0qUERdZ,com.sec.android.app.shealth,0,4fe77905-f0a2-4f46-af27-a28d4629f4fa.achievement.json,4fe77905-f0a2-4f46-af27-a28d4629f4fa,1606003200000,
361,5a558b7d-632b-4683-8f72-7fee0f867e11.binning_data.json,187670,6000,1,2021-09-16 04:00:54.342,com.sec.android.app.shealth,2021-09-16 04:00:54.342,,2.139271,277.72156,12.98548,360,VfS0qUERdZ,com.sec.android.app.shealth,0,5a558b7d-632b-4683-8f72-7fee0f867e11.achievement.json,5a558b7d-632b-4683-8f72-7fee0f867e11,1565136000000,
4569,a7bd134c-fa4b-4efb-8b79-da7ce60c42d0.binning_data.json,2235197,6000,300,2021-09-16 04:00:54.380,com.sec.android.app.shealth,2021-09-16 04:00:54.380,,1.5945235,3564.0757,182.76498,4269,VfS0qUERdZ,com.sec.android.app.shealth,0,a7bd134c-fa4b-4efb-8b79-da7ce60c42d0.achievement.json,a7bd134c-fa4b-4efb-8b79-da7ce60c42d0,1586304000000,
526,9610a2af-b68a-4621-bcb0-fd893efe250f.binning_data.json,296238,6000,0,2021-09-16 02:06:24.695,com.sec.android.app.shealth,2021-09-16 02:06:24.695,,1.7650231,400.87115,18.814152,526,VfS0qUERdZ,com.sec.android.app.shealth,0,9610a2af-b68a-4621-bcb0-fd893efe250f.achievement.json,9610a2af-b68a-4621-bcb0-fd893efe250f,1595376000000,
8662,3101a1ee-bcc9-4784-bde8-25112c5d2775.binning_data.json,4322984,6000,134,2021-09-16 04:00:54.341,com.sec.android.app.shealth,2021-09-16 04:00:54.341,,1.5298924,6613.7017,323.2424,8528,VfS0qUERdZ,com.sec.android.app.shealth,0,3101a1ee-bcc9-4784-bde8-25112c5d2775.achievement.json,3101a1ee-bcc9-4784-bde8-25112c5d2775,1565049600000,
4708,493e3e85-50f5-44f6-9db9-08161ba40e3d.binning_data.json,2463870,6000,44,2021-09-16 04:00:54.341,com.sec.android.app.shealth,2021-09-16 04:00:54.341,,1.3515053,3329.9336,173.88095,4664,VfS0qUERdZ,com.sec.android.app.shealth,0,493e3e85-50f5-44f6-9db9-08161ba40e3d.achievement.json,493e3e85-50f5-44f6-9db9-08161ba40e3d,1564617600000,
266,bfefb6c3-8074-4dab-b23f-134dfe8134d0.binning_data.json,147628,6000,7,2021-09-16 04:00:54.342,com.sec.android.app.shealth,2021-09-16 04:00:54.342,,1.4043638,207.32387,9.779188,259,VfS0qUERdZ,com.sec.android.app.shealth,0,bfefb6c3-8074-4dab-b23f-134dfe8134d0.achievement.json,bfefb6c3-8074-4dab-b23f-134dfe8134d0,1565481600000,
624,56d9b651-81f6-4ad6-b43a-f357a8bcf77c.binning_data.json,340219,6000,29,2021-09-16 02:06:24.711,com.sec.android.app.shealth,2021-09-16 02:06:24.711,,3.7104855,492.85437,23.400915,595,VfS0qUERdZ,com.sec.android.app.shealth,0,56d9b651-81f6-4ad6-b43a-f357a8bcf77c.achievement.json,56d9b651-81f6-4ad6-b43a-f357a8bcf77c,1606089600000,
14556,998c28e3-be7c-42b5-a709-599fea9ce937.binning_data.json,6715885,6000,3021,2021-09-16 04:00:54.381,com.sec.android.app.shealth,2021-09-16 04:00:54.381,,1.8346689,12321.427,679.771,11535,VfS0qUERdZ,com.sec.android.app.shealth,0,998c28e3-be7c-42b5-a709-599fea9ce937.achievement.json,998c28e3-be7c-42b5-a709-599fea9ce937,1586563200000,
5586,bbc4f539-2a11-4443-94a2-5843069132d2.binning_data.json,2889037,6000,213,2021-09-16 04:00:54.342,com.sec.android.app.shealth,2021-09-16 04:00:54.342,,1.4149404,4087.8164,214.16681,5373,VfS0qUERdZ,com.sec.android.app.shealth,0,bbc4f539-2a11-4443-94a2-5843069132d2.achievement.json,bbc4f539-2a11-4443-94a2-5843069132d2,1565395200000,
390,454014a6-71d7-4370-ab37-323379cfd3ba.binning_data.json,209456,6000,0,2021-09-16 02:06:24.695,com.sec.android.app.shealth,2021-09-16 02:06:24.695,,1.9785678,308.81107,13.782384,390,VfS0qUERdZ,com.sec.android.app.shealth,0,454014a6-71d7-4370-ab37-323379cfd3ba.achievement.json,454014a6-71d7-4370-ab37-323379cfd3ba,1595462400000,
10547,98006f7f-5d7c-4d22-a83e-182f86f7dd38.binning_data.json,5523377,6000,79,2021-09-16 02:06:24.711,com.sec.android.app.shealth,2021-09-16 02:06:24.711,,4.4107184,8185.383,367.8779,10468,VfS0qUERdZ,com.sec.android.app.shealth,0,98006f7f-5d7c-4d22-a83e-182f86f7dd38.achievement.json,98006f7f-5d7c-4d22-a83e-182f86f7dd38,1606176000000,
10567,46d1de08-c102-4940-b5da-5058d38ee776.binning_data.json,5316782,6000,173,2021-09-16 04:00:54.341,com.sec.android.app.shealth,2021-09-16 04:00:54.341,,1.522825,8096.5293,402.5335,10394,VfS0qUERdZ,com.sec.android.app.shealth,0,46d1de08-c102-4940-b5da-5058d38ee776.achievement.json,46d1de08-c102-4940-b5da-5058d38ee776,1564963200000,
2443,166233b6-6a74-4694-91cd-845e3bc1e613.binning_data.json,1258572,6000,102,2021-09-16 04:00:54.382,com.sec.android.app.shealth,2021-09-16 04:00:54.382,,1.4874645,1872.0815,91.09831,2341,VfS0qUERdZ,com.sec.android.app.shealth,0,166233b6-6a74-4694-91cd-845e3bc1e613.achievement.json,166233b6-6a74-4694-91cd-845e3bc1e613,1586649600000,
6607,5eb06683-0d66-412e-9fef-63d9e03912a1.binning_data.json,3257423,6000,117,2021-09-16 04:00:54.343,com.sec.android.app.shealth,2021-09-16 04:00:54.343,,2.327969,5240.127,240.24792,6490,VfS0qUERdZ,com.sec.android.app.shealth,0,5eb06683-0d66-412e-9fef-63d9e03912a1.achievement.json,5eb06683-0d66-412e-9fef-63d9e03912a1,1565740800000,
2016,8fd5892b-10db-470b-b4b4-1dc8a9f552e8.binning_data.json,1067394,6000,0,2021-09-16 02:06:24.695,com.sec.android.app.shealth,2021-09-16 02:06:24.695,,1.8766989,1552.3241,72.22053,2016,VfS0qUERdZ,com.sec.android.app.shealth,0,8fd5892b-10db-470b-b4b4-1dc8a9f552e8.achievement.json,8fd5892b-10db-470b-b4b4-1dc8a9f552e8,1595635200000,
11607,b2bac572-59df-452d-8271-746d0a808c4a.binning_data.json,5952051,6000,103,2021-09-16 04:00:54.342,com.sec.android.app.shealth,2021-09-16 04:00:54.342,,1.5074643,8972.506,419.0794,11504,VfS0qUERdZ,com.sec.android.app.shealth,0,b2bac572-59df-452d-8271-746d0a808c4a.achievement.json,b2bac572-59df-452d-8271-746d0a808c4a,1565308800000,
739,79d5f8c9-6259-416c-93cd-d75141abe5ab.binning_data.json,402681,6000,37,2021-09-16 02:06:24.711,com.sec.android.app.shealth,2021-09-16 02:06:24.711,,3.4722223,593.19037,28.081732,702,VfS0qUERdZ,com.sec.android.app.shealth,0,79d5f8c9-6259-416c-93cd-d75141abe5ab.achievement.json,79d5f8c9-6259-416c-93cd-d75141abe5ab,1606262400000,
8130,82ea8dc6-f8a7-4e15-9f56-f7ab8feb656d.binning_data.json,4035319,6000,218,2021-09-16 04:00:54.343,com.sec.android.app.shealth,2021-09-16 04:00:54.343,,6.9444447,6513.833,306.27658,7912,VfS0qUERdZ,com.sec.android.app.shealth,0,82ea8dc6-f8a7-4e15-9f56-f7ab8feb656d.achievement.json,82ea8dc6-f8a7-4e15-9f56-f7ab8feb656d,1566086400000,
3498,63002943-34df-4d62-a0b5-09ae2fbec94b.binning_data.json,2072356,6000,14,2021-09-16 02:06:24.695,com.sec.android.app.shealth,2021-09-16 02:06:24.695,,1.9672682,2622.5852,126.69169,3484,VfS0qUERdZ,com.sec.android.app.shealth,0,63002943-34df-4d62-a0b5-09ae2fbec94b.achievement.json,63002943-34df-4d62-a0b5-09ae2fbec94b,1595721600000,
10407,3d0a47ca-9648-4da7-a0ed-5fbf9dd687f7.binning_data.json,5059722,6000,734,2021-09-16 04:00:54.342,com.sec.android.app.shealth,2021-09-16 04:00:54.342,,6.9444447,8442.345,403.65802,9673,VfS0qUERdZ,com.sec.android.app.shealth,0,3d0a47ca-9648-4da7-a0ed-5fbf9dd687f7.achievement.json,3d0a47ca-9648-4da7-a0ed-5fbf9dd687f7,1565568000000,
1477,7dce638e-fe95-4508-bb0e-97d5a550bae5.binning_data.json,731114,6000,26,2021-09-16 04:00:54.382,com.sec.android.app.shealth,2021-09-16 04:00:54.382,,1.5117953,1105.2949,59.099953,1451,VfS0qUERdZ,com.sec.android.app.shealth,0,7dce638e-fe95-4508-bb0e-97d5a550bae5.achievement.json,7dce638e-fe95-4508-bb0e-97d5a550bae5,1586822400000,
3150,db2de5d1-2bd6-4c63-acc9-6c17f1d7ed40.binning_data.json,1665121,6000,235,2021-09-16 02:06:24.712,com.sec.android.app.shealth,2021-09-16 02:06:24.712,,4.254002,2552.4265,121.85707,2915,VfS0qUERdZ,com.sec.android.app.shealth,0,db2de5d1-2bd6-4c63-acc9-6c17f1d7ed40.achievement.json,db2de5d1-2bd6-4c63-acc9-6c17f1d7ed40,1606608000000,
6068,0ce01a8d-d48a-45f3-812c-19a9eb3a4156.binning_data.json,3077961,6000,55,2021-09-16 04:00:54.344,com.sec.android.app.shealth,2021-09-16 04:00:54.344,,2.5168462,4752.697,217.58083,6013,VfS0qUERdZ,com.sec.android.app.shealth,0,0ce01a8d-d48a-45f3-812c-19a9eb3a4156.achievement.json,0ce01a8d-d48a-45f3-812c-19a9eb3a4156,1566345600000,
625,8c170ebc-e323-4cb3-b14e-afb00cf3811e.binning_data.json,343413,6000,4,2021-09-16 02:06:24.695,com.sec.android.app.shealth,2021-09-16 02:06:24.695,,2.2453845,484.5607,22.541052,621,VfS0qUERdZ,com.sec.android.app.shealth,0,8c170ebc-e323-4cb3-b14e-afb00cf3811e.achievement.json,8c170ebc-e323-4cb3-b14e-afb00cf3811e,1595808000000,
1807,56af6d1f-37d3-4be7-bb55-4d2984fdf381.binning_data.json,951827,6000,20,2021-09-16 04:00:54.343,com.sec.android.app.shealth,2021-09-16 04:00:54.343,,2.796629,1408.3033,65.47713,1787,VfS0qUERdZ,com.sec.android.app.shealth,0,56af6d1f-37d3-4be7-bb55-4d2984fdf381.achievement.json,56af6d1f-37d3-4be7-bb55-4d2984fdf381,1566000000000,
1382,f7e90d1f-94e9-40bb-bbf9-ca9620015c0e.binning_data.json,671160,6000,52,2021-09-16 04:00:54.383,com.sec.android.app.shealth,2021-09-16 04:00:54.383,,1.5827734,1062.2952,53.07516,1330,VfS0qUERdZ,com.sec.android.app.shealth,0,f7e90d1f-94e9-40bb-bbf9-ca9620015c0e.achievement.json,f7e90d1f-94e9-40bb-bbf9-ca9620015c0e,1586995200000,
6165,0a5704ac-77b4-4685-b87a-8c4d3cdd55bf.binning_data.json,3242236,6000,202,2021-09-16 04:00:54.344,com.sec.android.app.shealth,2021-09-16 04:00:54.344,,1.3982247,4533.3755,243.61404,5963,VfS0qUERdZ,com.sec.android.app.shealth,0,0a5704ac-77b4-4685-b87a-8c4d3cdd55bf.achievement.json,0a5704ac-77b4-4685-b87a-8c4d3cdd55bf,1566691200000,
2598,9842c47c-008d-4eec-bfd7-17b9cb1a39cd.binning_data.json,1294773,6000,234,2021-09-16 02:06:24.712,com.sec.android.app.shealth,2021-09-16 02:06:24.712,,6.9444447,2166.9246,103.46497,2364,VfS0qUERdZ,com.sec.android.app.shealth,0,9842c47c-008d-4eec-bfd7-17b9cb1a39cd.achievement.json,9842c47c-008d-4eec-bfd7-17b9cb1a39cd,1606694400000,
937,731fffe3-1df4-487e-94a6-a3489e914de3.binning_data.json,512172,6000,0,2021-09-16 02:06:24.696,com.sec.android.app.shealth,2021-09-16 02:06:24.696,,2.917048,722.1866,33.32575,937,VfS0qUERdZ,com.sec.android.app.shealth,0,731fffe3-1df4-487e-94a6-a3489e914de3.achievement.json,731fffe3-1df4-487e-94a6-a3489e914de3,1595980800000,
11168,e45be809-a44c-4b29-b4b4-54e1be57428b.binning_data.json,5789057,6000,69,2021-09-16 04:00:54.344,com.sec.android.app.shealth,2021-09-16 04:00:54.344,,2.6480544,8659.657,399.37527,11099,VfS0qUERdZ,com.sec.android.app.shealth,0,e45be809-a44c-4b29-b4b4-54e1be57428b.achievement.json,e45be809-a44c-4b29-b4b4-54e1be57428b,1566259200000,
8529,1ae6c26f-0b68-474e-aa68-fe16d49602fb.binning_data.json,4371810,6000,417,2021-09-16 04:00:54.345,com.sec.android.app.shealth,2021-09-16 04:00:54.345,,1.4984298,6550.8506,319.46484,8112,VfS0qUERdZ,com.sec.android.app.shealth,0,1ae6c26f-0b68-474e-aa68-fe16d49602fb.achievement.json,1ae6c26f-0b68-474e-aa68-fe16d49602fb,1567036800000,
1191,5fb6c5de-ba08-49bf-bbe1-87c94eca302e.binning_data.json,601152,6000,83,2021-09-16 04:00:54.384,com.sec.android.app.shealth,2021-09-16 04:00:54.384,,1.5846132,952.594,49.26,1108,VfS0qUERdZ,com.sec.android.app.shealth,0,5fb6c5de-ba08-49bf-bbe1-87c94eca302e.achievement.json,5fb6c5de-ba08-49bf-bbe1-87c94eca302e,1587168000000,
8241,36536178-8f5f-4e9f-9b23-8f025db6ff4b.binning_data.json,4001129,6000,389,2021-09-16 02:06:24.712,com.sec.android.app.shealth,2021-09-16 02:06:24.712,,3.7104855,6664.9023,302.54688,7852,VfS0qUERdZ,com.sec.android.app.shealth,0,36536178-8f5f-4e9f-9b23-8f025db6ff4b.achievement.json,36536178-8f5f-4e9f-9b23-8f025db6ff4b,1606780800000,
1837,e5a2c050-e7bd-4d19-81a5-f1cda44b5d3d.binning_data.json,904935,6000,87,2021-09-16 04:00:54.384,com.sec.android.app.shealth,2021-09-16 04:00:54.384,,1.5740477,1424.4113,72.95897,1750,VfS0qUERdZ,com.sec.android.app.shealth,0,e5a2c050-e7bd-4d19-81a5-f1cda44b5d3d.achievement.json,e5a2c050-e7bd-4d19-81a5-f1cda44b5d3d,1587254400000,
516,4a5c4d35-956c-4817-b407-1cea6f2e998f.binning_data.json,275482,6000,29,2021-09-16 02:06:24.696,com.sec.android.app.shealth,2021-09-16 02:06:24.696,,2.6215708,407.07404,19.676674,487,VfS0qUERdZ,com.sec.android.app.shealth,0,4a5c4d35-956c-4817-b407-1cea6f2e998f.achievement.json,4a5c4d35-956c-4817-b407-1cea6f2e998f,1596067200000,
7518,9c689985-b09c-4721-875a-84426fc92a6e.binning_data.json,2978991,6000,5139,2021-09-16 04:00:54.345,com.sec.android.app.shealth,2021-09-16 04:00:54.345,,2.1282997,6340.1865,416.9701,2379,VfS0qUERdZ,com.sec.android.app.shealth,0,9c689985-b09c-4721-875a-84426fc92a6e.achievement.json,9c689985-b09c-4721-875a-84426fc92a6e,1567296000000,
9767,49bc6a1d-1bba-4b1f-88ab-e57a7dfa55a2.binning_data.json,5232396,6000,163,2021-09-16 04:00:54.344,com.sec.android.app.shealth,2021-09-16 04:00:54.344,,1.3014294,6809.5947,357.43805,9604,VfS0qUERdZ,com.sec.android.app.shealth,0,49bc6a1d-1bba-4b1f-88ab-e57a7dfa55a2.achievement.json,49bc6a1d-1bba-4b1f-88ab-e57a7dfa55a2,1566604800000,
5747,7bf482e2-ce6d-4e6f-bf40-3f37b34786d7.binning_data.json,2909910,6000,73,2021-09-16 02:06:24.712,com.sec.android.app.shealth,2021-09-16 02:06:24.712,,6.9444447,4526.76,201.65881,5674,VfS0qUERdZ,com.sec.android.app.shealth,0,7bf482e2-ce6d-4e6f-bf40-3f37b34786d7.achievement.json,7bf482e2-ce6d-4e6f-bf40-3f37b34786d7,1606867200000,
939,b9a2162a-ce95-4726-ae94-6ae509ba8feb.binning_data.json,487538,6000,38,2021-09-16 04:00:54.386,com.sec.android.app.shealth,2021-09-16 04:00:54.386,,1.4891632,726.025,33.88191,901,VfS0qUERdZ,com.sec.android.app.shealth,0,b9a2162a-ce95-4726-ae94-6ae509ba8feb.achievement.json,b9a2162a-ce95-4726-ae94-6ae509ba8feb,1587340800000,
202,43b7d282-75bc-481d-98de-88db2331509c.binning_data.json,111278,6000,0,2021-09-16 02:06:24.696,com.sec.android.app.shealth,2021-09-16 02:06:24.696,,1.6809043,154.3641,7.225027,202,VfS0qUERdZ,com.sec.android.app.shealth,0,43b7d282-75bc-481d-98de-88db2331509c.achievement.json,43b7d282-75bc-481d-98de-88db2331509c,1596240000000,
8698,febfd205-1987-480a-aa5d-8cf503837437.binning_data.json,4452588,6000,130,2021-09-16 04:00:54.346,com.sec.android.app.shealth,2021-09-16 04:00:54.346,,1.49247,6645.3545,323.702,8568,VfS0qUERdZ,com.sec.android.app.shealth,0,febfd205-1987-480a-aa5d-8cf503837437.achievement.json,febfd205-1987-480a-aa5d-8cf503837437,1567641600000,
